5.04686, 5.17183, 5.69291, 6.52083, 8.03572, 9.39439, 10.6378, 11.1942, 11.5053, 11.5678, 11.5912, 11.5912, 11.5912, 11.5912, 11.5912, 11.5912, 11.5912, 11.5912, 11.5912, 11.5912, 11.5678, 11.5053, 11.1942, 10.6378, 9.39439, 8.03572, 6.52083, 5.69291, 5.17183, 5.04686, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5.17183, 5.71857, 6.70308, 9.29731, 12.1534, 15.9995, 18.1623, 19.7853, 20.2532, 20.5226, 20.5539, 20.5695, 20.5695, 20.5695, 20.5695, 20.5695, 20.5695, 20.5695, 20.5695, 20.5539, 20.5226, 20.2532, 19.7853, 18.1623, 15.9995, 12.1534, 9.29731, 6.70308, 5.71857, 5.13278, 5.03905, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5.69291, 6.70308, 10.0888, 15.0868, 23.685, 31.3154, 37.4322, 39.9587, 41.4234, 41.7587, 41.924, 41.9396, 41.9463, 41.9463, 41.9463, 41.9463, 41.9463, 41.9463, 41.9396, 41.924, 41.7587, 41.4234, 39.9587, 37.4322, 31.3154, 23.685, 15.0868, 10.0888, 6.68077, 5.6003, 5.09261, 5.02232, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
6.52083, 9.29731, 15.0868, 27.4633, 43.5261, 62.4763, 72.0193, 77.1353, 78.7686, 79.5406, 79.683, 79.7435, 79.7479, 79.7496, 79.7496, 79.7496, 79.7496, 79.7479, 79.7435, 79.683, 79.5406, 78.7686, 77.1353, 72.0193, 62.4763, 43.5261, 27.4633, 15.0785, 9.25324, 6.17438, 5.34646, 5.04407, 5.00837, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
8.03572, 12.1534, 23.685, 43.5261, 76.2311, 113.533, 127.29, 131.816, 133.695, 134.172, 134.367, 134.395, 134.406, 134.407, 134.407, 134.407, 134.407, 134.406, 134.395, 134.367, 134.172, 133.695, 131.816, 127.29, 113.533, 76.2311, 43.5243, 23.6714, 12.0199, 7.47075, 5.56497, 5.13352, 5.01358, 5.00186, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
9.39439, 15.9995, 31.3154, 62.4763, 113.533, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 113.532, 62.4739, 31.2834, 15.8184, 8.41249, 5.9819, 5.18113, 5.03199, 5.00242, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
10.6378, 18.1623, 37.4322, 72.0193, 127.29, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 127.29, 72.0153, 37.3957, 17.9031, 9.47621, 6.16155, 5.25924, 5.03645, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.1942, 19.7853, 39.9587, 77.1353, 131.816, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 131.816, 77.1312, 39.9156, 19.5104, 9.84536, 6.34881, 5.27486, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5053, 20.2532, 41.4234, 78.7686, 133.695, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 133.695, 78.7645, 41.3803, 19.9627, 10.1252, 6.38006, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5678, 20.5226, 41.7587, 79.5406, 134.172, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.172, 79.5365, 41.7156, 20.2321, 10.1643, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5912, 20.5539, 41.924, 79.683, 134.367, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.367, 79.6789, 41.8809, 20.2634, 10.1877, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5912, 20.5695, 41.9396, 79.7435, 134.395, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.395, 79.7394, 41.8965, 20.279, 10.1877, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5912, 20.5695, 41.9463, 79.7479, 134.406, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.406, 79.7438, 41.9032, 20.279, 10.1877, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5912, 20.5695, 41.9463, 79.7496, 134.407, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.406, 79.7455, 41.9032, 20.279, 10.1877, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5912, 20.5695, 41.9463, 79.7496, 134.407, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.407, 79.7455, 41.9032, 20.279, 10.1877, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5912, 20.5695, 41.9463, 79.7496, 134.407, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.407, 79.7455, 41.9032, 20.279, 10.1877, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5912, 20.5695, 41.9463, 79.7496, 134.407, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.406, 79.7455, 41.9032, 20.279, 10.1877, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5912, 20.5695, 41.9463, 79.7479, 134.406, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.406, 79.7438, 41.9032, 20.279, 10.1877, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5912, 20.5695, 41.9396, 79.7435, 134.395, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.395, 79.7394, 41.8965, 20.279, 10.1877, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5912, 20.5539, 41.924, 79.683, 134.367, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.367, 79.6789, 41.8809, 20.2634, 10.1877, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5678, 20.5226, 41.7587, 79.5406, 134.172, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 134.172, 79.5365, 41.7156, 20.2321, 10.1643, 6.40349, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.5053, 20.2532, 41.4234, 78.7686, 133.695, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 133.695, 78.7645, 41.3803, 19.9627, 10.1252, 6.38006, 5.29048, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
11.1942, 19.7853, 39.9587, 77.1353, 131.816, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 131.816, 77.1312, 39.9156, 19.5104, 9.84536, 6.34881, 5.27486, 5.04314, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
10.6378, 18.1623, 37.4322, 72.0193, 127.29, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 127.29, 72.0153, 37.3957, 17.9031, 9.47621, 6.16155, 5.25924, 5.03645, 5.00409, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
9.39439, 15.9995, 31.3154, 62.4763, 113.533, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 113.532, 62.4739, 31.2834, 15.8184, 8.41249, 5.9819, 5.18113, 5.03199, 5.00242, 5.00019, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
8.03572, 12.1534, 23.685, 43.5261, 76.2311, 113.532, 127.29, 131.816, 133.695, 134.172, 134.367, 134.395, 134.406, 134.406, 134.407, 134.407, 134.406, 134.406, 134.395, 134.367, 134.172, 133.695, 131.816, 127.29, 113.532, 76.2311, 43.5243, 23.6714, 12.0199, 7.47075, 5.56497, 5.13352, 5.01358, 5.00186, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
6.52083, 9.29731, 15.0868, 27.4633, 43.5243, 62.4739, 72.0153, 77.1312, 78.7645, 79.5365, 79.6789, 79.7394, 79.7438, 79.7455, 79.7455, 79.7455, 79.7455, 79.7438, 79.7394, 79.6789, 79.5365, 78.7645, 77.1312, 72.0153, 62.4739, 43.5243, 27.4633, 15.0785, 9.25324, 6.17438, 5.34646, 5.04407, 5.00837, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5.69291, 6.70308, 10.0888, 15.0785, 23.6714, 31.2834, 37.3957, 39.9156, 41.3803, 41.7155, 41.8809, 41.8965, 41.9032, 41.9032, 41.9032, 41.9032, 41.9032, 41.9032, 41.8965, 41.8809, 41.7156, 41.3803, 39.9156, 37.3957, 31.2834, 23.6714, 15.0785, 10.0888, 6.68077, 5.6003, 5.09261, 5.02232, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
